codigo;descripcion;linea;sublinea;grupo;categoria;regla_aplicada;confianza;precio_prueba_cop
T302318;TORNILLO HEXG-2 ZINC UNC 3/4 X 11;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;10200
T302319;TORNILLO HEXG-2 ZINC UNC 3/4 X 12;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;23800
T302320;TORNILLO HEXG-1 ZINC UNC 3/4 X 14;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;4100
T302321;TORNILLO HEXG-1 ZINC UNC 3/4 X 16;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;5600
T302322;TORNILLO HEXG-1 ZINC UNC 3/4 X 18;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;5400
T302323;TORNILLO HEXG-1 ZINC UNC 3/4 X 20;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;18400
T304140;TORNILLO HEXG-2 NEGRO UNC 3/8 X 1 1/2;TLLO HEX. G-2 NEGRO UNC;VARIOS;OTRA TORNILLERIA;Tornillería;tornilleria;alta;24900
T544210;TUERCA HEXAGONAL INOX 304 A2 DIN 934 M6-1,0;TLLO HEX. G-2 NEGRO UNC;INOXIDABLE;TORNILLERIA;Tornillería;tornilleria;alta;9500
T544219;TUERCA HEXAGONAL INOX 304 A2 DIN 934 M8-1,25;TLLO HEX. G-2 NEGRO UNC;INOXIDABLE;TORNILLERIA;Tornillería;tornilleria;alta;5900
T307077;TORN HEXAGONAL GRADO 5 UNC 1/4 X 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;14900
T307079;TORN HEXAGONAL GRADO 5 UNC 1/4 X 3/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;13700
T307081;TORN HEXAGONAL GRADO 5 UNC 1/4 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18600
T307082;TORN HEXAGONAL GRADO 5 UNC 1/4 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18000
T307083;TORN HEXAGONAL GRADO 5 UNC 1/4 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;900
T307085;TORN HEXAGONAL GRADO 5 UNC 1/4 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19500
T307087;TORN HEXAGONAL GRADO 5 UNC 1/4 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;24100
T307090;TORN HEXAGONAL GRADO 5 UNC 1/4 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;14700
T307091;TORN HEXAGONAL GRADO 5 UNC 1/4 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;4800
T307092;TORN HEXAGONAL GRADO 5 UNC 1/4 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;15700
T307093;TORN HEXAGONAL GRADO 5 UNC 1/4 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;4900
T307094;TORN HEXAGONAL GRADO 5 UNC 1/4 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18000
T307096;TORN HEXAGONAL GRADO 5 UNC 1/4 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;5500
T307106;TORN HEXAGONAL GRADO 5 UNC 5/16 X 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21000
T307108;TORN HEXAGONAL GRADO 5 UNC 5/16 X 3/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;15400
T307110;TORN HEXAGONAL GRADO 5 UNC 5/16 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;7900
T307111;TORN HEXAGONAL GRADO 5 UNC 5/16 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;20000
T307112;TORN HEXAGONAL GRADO 5 UNC 5/16 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2200
T307114;TORN HEXAGONAL GRADO 5 UNC 5/16 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;11600
T307116;TORN HEXAGONAL GRADO 5 UNC 5/16 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22800
T307118;TORN HEXAGONAL GRADO 5 UNC 5/16 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18500
T307119;TORN HEXAGONAL GRADO 5 UNC 5/16 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;6000
T307120;TORN HEXAGONAL GRADO 5 UNC 5/16 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;14400
T307121;TORN HEXAGONAL GRADO 5 UNC 5/16 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;20400
T307122;TORN HEXAGONAL GRADO 5 UNC 5/16 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;4600
T307124;TORN HEXAGONAL GRADO 5 UNC 5/16 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;4100
T307136;TORN HEXAGONAL GRADO 5 UNC 3/8 X 3/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22700
T307138;TORN HEXAGONAL GRADO 5 UNC 3/8 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19600
T307139;TORN HEXAGONAL GRADO 5 UNC 3/8 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;6500
T307140;TORN HEXAGONAL GRADO 5 UNC 3/8 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22000
T307142;TORN HEXAGONAL GRADO 5 UNC 3/8 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21100
T307144;TORN HEXAGONAL GRADO 5 UNC 3/8 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21400
T307146;TORN HEXAGONAL GRADO 5 UNC 3/8 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;12100
T307147;TORN HEXAGONAL GRADO 5 UNC 3/8 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;7100
T307148;TORN HEXAGONAL GRADO 5 UNC 3/8 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;6100
T307149;TORN HEXAGONAL GRADO 5 UNC 3/8 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;6400
T307150;TORN HEXAGONAL GRADO 5 UNC 3/8 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;1400
T307151;TORN HEXAGONAL GRADO 5 UNC 3/8 X 5 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;6400
T307152;TORN HEXAGONAL GRADO 5 UNC 3/8 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19000
T307154;TORN HEXAGONAL GRADO 5 UNC 3/8 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;8000
T307156;TORN HEXAGONAL GRADO 5 UNC 3/8 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;11200
T307157;TORN HEXAGONAL GRADO 5 UNC 3/8 X 9;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;17500
T307158;TORN HEXAGONAL GRADO 5 UNC 3/8 X 10;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;21300
T307168;TORN HEXAGONAL GRADO 5 UNC 7/16 X 3/4;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;10400
T307169;TORN HEXAGONAL GRADO 5 UNC 7/16 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;9900
T307170;TORN HEXAGONAL GRADO 5 UNC 7/16 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;10800
T307171;TORN HEXAGONAL GRADO 5 UNC 7/16 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18700
T307173;TORN HEXAGONAL GRADO 5 UNC 7/16 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21600
T307175;TORN HEXAGONAL GRADO 5 UNC 7/16 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;11500
T307176;TORN HEXAGONAL GRADO 5 UNC 7/16 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;20200
T307177;TORN HEXAGONAL GRADO 5 UNC 7/16 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;20400
T307178;TORN HEXAGONAL GRADO 5 UNC 7/16 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2400
T307179;TORN HEXAGONAL GRADO 5 UNC 7/16 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;9900
T307180;TORN HEXAGONAL GRADO 5 UNC 7/16 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;3300
T307181;TORN HEXAGONAL GRADO 5 UNC 7/16 X 5 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;500
T307182;TORN HEXAGONAL GRADO 5 UNC 7/16 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2500
T307184;TORN HEXAGONAL GRADO 5 UNC 7/16 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;19000
T307186;TORN HEXAGONAL GRADO 5 UNC 7/16 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;24700
T307196;TORN HEXAGONAL GRADO 5 UNC 1/2 X 3/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;12900
T307198;TORN HEXAGONAL GRADO 5 UNC 1/2 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;9700
T307199;TORN HEXAGONAL GRADO 5 UNC 1/2 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2400
T307200;TORN HEXAGONAL GRADO 5 UNC 1/2 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;9400
T307201;TORN HEXAGONAL GRADO 5 UNC 1/2 X 1 3/4;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;6200
T307202;TORN HEXAGONAL GRADO 5 UNC 1/2 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;17100
T307204;TORN HEXAGONAL GRADO 5 UNC 1/2 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2600
T307206;TORN HEXAGONAL GRADO 5 UNC 1/2 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19500
T307207;TORN HEXAGONAL GRADO 5 UNC 1/2 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;9000
T307208;TORN HEXAGONAL GRADO 5 UNC 1/2 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;8500
T307209;TORN HEXAGONAL GRADO 5 UNC 1/2 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;12400
T307210;TORN HEXAGONAL GRADO 5 UNC 1/2 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18200
T307211;TORN HEXAGONAL GRADO 5 UNC 1/2 X 5 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;7500
T307212;TORN HEXAGONAL GRADO 5 UNC 1/2 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;1900
T307217;TORN HEXAGONAL GRADO 5 UNC 1/2 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;11200
T307218;TORN HEXAGONAL GRADO 5 UNC 1/2 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;24500
T307219;TORN HEXAGONAL GRADO 5 UNC 1/2 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;11100
T307220;TORN HEXAGONAL GRADO 5 UNC 1/2 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;24200
T307221;TORN HEXAGONAL GRADO 5 UNC 1/2 X 9;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;24600
T307222;TORN HEXAGONAL GRADO 5 UNC 1/2 X 9;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;19200
T307223;TORN HEXAGONAL GRADO 5 UNC 1/2 X 10;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;1900
T307224;TORN HEXAGONAL GRADO 5 UNC 1/2 X 10;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;7300
T307226;TORN HEXAGONAL GRADO 5 UNC 1/2 X 11;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;20800
T307228;TORN HEXAGONAL GRADO 5 UNC 1/2 X 12;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;3200
T307230;TORN HEXAGONAL GRADO 5 UNC 9/16 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;700
T307231;TORN HEXAGONAL GRADO 5 UNC 9/16 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;8600
T307232;TORN HEXAGONAL GRADO 5 UNC 9/16 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19600
T307233;TORN HEXAGONAL GRADO 5 UNC 9/16 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;4800
T307234;TORN HEXAGONAL GRADO 5 UNC 9/16 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;6800
T307235;TORN HEXAGONAL GRADO 5 UNC 9/16 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;16100
T307236;TORN HEXAGONAL GRADO 5 UNC 9/16 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22400
T307237;TORN HEXAGONAL GRADO 5 UNC 9/16 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;1200
T307238;TORN HEXAGONAL GRADO 5 UNC 9/16 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;11900
T307239;TORN HEXAGONAL GRADO 5 UNC 9/16 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;15100
T307240;TORN HEXAGONAL GRADO 5 UNC 9/16 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22900
T307242;TORN HEXAGONAL GRADO 5 UNC 9/16 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;8600
T307244;TORN HEXAGONAL GRADO 5 UNC 9/16 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;8300
T307246;TORN HEXAGONAL GRADO 5 UNC 9/16 X 9;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;22800
T307250;TORN HEXAGONAL GRADO 5 UNC 9/16 X 10;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;5900
T307255;TORN HEXAGONAL GRADO 5 UNC 5/8 X 1;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;23000
T307256;TORN HEXAGONAL GRADO 5 UNC 5/8 X 1 1/4;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;19400
T307257;TORN HEXAGONAL GRADO 5 UNC 5/8 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;16300
T307259;TORN HEXAGONAL GRADO 5 UNC 5/8 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21600
T307261;TORN HEXAGONAL GRADO 5 UNC 5/8 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;16500
T307263;TORN HEXAGONAL GRADO 5 UNC 5/8 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2800
T307265;TORN HEXAGONAL GRADO 5 UNC 5/8 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;23100
T307267;TORN HEXAGONAL GRADO 5 UNC 5/8 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;17000
T307269;TORN HEXAGONAL GRADO 5 UNC 5/8 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;17700
T307270;TORN HEXAGONAL GRADO 5 UNC 5/8 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;23000
T307271;TORN HEXAGONAL GRADO 5 UNC 5/8 X 5 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;300
T307272;TORN HEXAGONAL GRADO 5 UNC 5/8 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;900
T307274;TORN HEXAGONAL GRADO 5 UNC 5/8 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;900
T307276;TORN HEXAGONAL GRADO 5 UNC 5/8 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21300
T307277;TORN HEXAGONAL GRADO 5 UNC 5/8 X 9;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;1100
T307278;TORN HEXAGONAL GRADO 5 UNC 5/8 X 10;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22100
T307279;TORN HEXAGONAL GRADO 5 UNC 5/8 X 11;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;12500
T307280;TORN HEXAGONAL GRADO 5 UNC 5/8 X 12;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;14300
T307295;TORN HEXAGONAL GRADO 5 UNC 3/4 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;21800
T307297;TORN HEXAGONAL GRADO 5 UNC 3/4 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;4400
T307299;TORN HEXAGONAL GRADO 5 UNC 3/4 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;2300
T307301;TORN HEXAGONAL GRADO 5 UNC 3/4 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;24900
T307303;TORN HEXAGONAL GRADO 5 UNC 3/4 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;20500
T307305;TORN HEXAGONAL GRADO 5 UNC 3/4 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;3300
T307306;TORN HEXAGONAL GRADO 5 UNC 3/4 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;10900
T307307;TORN HEXAGONAL GRADO 5 UNC 3/4 X 5;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;1200
T307308;TORN HEXAGONAL GRADO 5 UNC 3/4 X 5 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;15000
T307309;TORN HEXAGONAL GRADO 5 UNC 3/4 X 6;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;13200
T307311;TORN HEXAGONAL GRADO 5 UNC 3/4 X 7;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;9100
T307313;TORN HEXAGONAL GRADO 5 UNC 3/4 X 8;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;6300
T307315;TORN HEXAGONAL GRADO 5 UNC 3/4 X 9;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;24300
T307317;TORN HEXAGONAL GRADO 5 UNC 3/4 X 10;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19400
T307318;TORN HEXAGONAL GRADO 5 UNC 3/4 X 11;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19400
T307319;TORN HEXAGONAL GRADO 5 UNC 3/4 X 12;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;15100
T307322;TORN HEXAGONAL GRADO 5 UNC 3/4 X 12;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;2500
T307328;TORN HEXAGONAL GRADO 5 UNC 7/8 X 1 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;16300
T307329;TORN HEXAGONAL GRADO 5 UNC 7/8 X 2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;22000
T307330;TORN HEXAGONAL GRADO 5 UNC 7/8 X 2 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;19800
T307331;TORN HEXAGONAL GRADO 5 UNC 7/8 X 3;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;24200
T307332;TORN HEXAGONAL GRADO 5 UNC 7/8 X 3 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;5100
T307333;TORN HEXAGONAL GRADO 5 UNC 7/8 X 4;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;500
T307334;TORN HEXAGONAL GRADO 5 UNC 7/8 X 4 1/2;TORNILLO HEXAGONAL GRADO 5 UNC;GRADO 5;TORNILLERIA;Tornillería;tornilleria;alta;18500
